city,latitude,longitude
"Wauwatosa,WI",43.0615,-88.0347
"Cedar Hill,TX",32.581,-96.9591
"Carrollton,GA",33.5817,-85.0837
"Rancho Santa Margarita,CA",33.6318,-117.5989
"Chesterfield,MO",38.6588,-90.5804
"Covina,CA",34.0903,-117.8817
"Danville,IL",40.1423,-87.6114
"Spring Hill,TN",35.7438,-86.9116
"Salina,KS",38.8137,-97.6143
"Euclid,OH",41.5904,-81.5188
"Kingman,AZ",35.217,-114.0105
"Everett,MA",42.4064,-71.0545
"Weatherford,TX",32.7536,-97.7723
"Biloxi,MS",30.4422,-88.9512
"Leavenworth,KS",39.3239,-94.924
"Fort Pierce,FL",27.4256,-80.3431
"Potomac,MD",39.0141,-77.1943
"Danville,VA",36.5831,-79.4087
"Rockwall,TX",32.9169,-96.4377
"Wake Forest,NC",35.9629,-78.5141
"Tupelo,MS",34.2692,-88.7318
"Pine Bluff,AR",34.2116,-92.0178
"Oakland Park,FL",26.178,-80.1528
"Hilo,HI",19.6886,-155.0864
"Lufkin,TX",31.3217,-94.7277
"Manitowoc,WI",44.0991,-87.6811
"Selma,CA",36.5715,-119.6143
"Danville,CA",37.8121,-121.9698
"Quincy,IL",39.9335,-91.3799
"Lancaster,OH",39.7249,-82.6049
"Riverton,UT",40.5177,-111.9635
"Urbandale,IA",41.639,-93.7813
"Prescott,AZ",34.585,-112.4475
"Eureka,CA",40.7942,-124.1568
"Hackensack,NJ",40.889,-74.0461
"Del Rio,TX",29.3708,-100.88
"Desert Hot Springs,CA",33.9551,-116.543
"Ormond Beach,FL",29.296,-81.1003
"Goose Creek,SC",32.9925,-80.0054
"Klamath Falls,OR",42.2191,-121.7754
"North Miami Beach,FL",25.9302,-80.166
"Centralia,WA",46.7226,-122.9696
"Gallatin,TN",36.3782,-86.4696
"Apache Junction,AZ",33.3985,-111.5351
"Fairfield,OH",39.3301,-84.5409
"Hutchinson,KS",38.0671,-97.9081
"Greenwood,SC",34.1945,-82.1542
"Beverly,MA",42.5681,-70.8627
"Clovis,NM",34.4376,-103.1923
"Hobbs,NM",32.7282,-103.16
"McMinnville,OR",45.211,-123.1918
"Schertz,TX",29.5649,-98.2537
"Bell Gardens,CA",33.9663,-118.155
"La Quinta,CA",33.6536,-116.2785
"Zanesville,OH",39.9565,-82.0132
"Newnan,GA",33.3766,-84.7761
"Shakopee,MN",44.7744,-93.4764
"Brighton,CO",39.9716,-104.7964
"Mableton,GA",33.8132,-84.5656
"Delaware,OH",40.2866,-83.0747
"Westerville,OH",40.1241,-82.9209
"Los Banos,CA",37.063,-120.8406
"Richmond,KY",37.7306,-84.2926
"Spanish Fork,UT",40.1101,-111.6406
"Belleville,IL",38.5165,-89.99
"Bluefield,WV",37.2608,-81.2143
"Woodlawn,MD",39.3054,-76.7489
"Clarksburg,WV",39.2863,-80.323
"Friendswood,TX",29.5111,-95.1979
"Montclair,CA",34.0714,-117.698
"San Gabriel,CA",34.0948,-118.099
"Hallandale Beach,FL",25.9854,-80.1423
"Calexico,CA",32.6849,-115.4944
"Muskogee,OK",35.7431,-95.3568
"Plant City,FL",28.014,-82.1201
"Keizer,OR",45.0029,-123.0241
"Roy,UT",41.1715,-112.0485
"Essex,MD",39.3024,-76.4457
"Bartlesville,OK",36.7357,-95.9453
"Asheboro,NC",35.7158,-79.8129
"Lynnwood,WA",47.8284,-122.3033
"Clinton,MD",38.7499,-76.9063
"Moses Lake,WA",47.128,-119.2761
"Sun City,AZ",33.6165,-112.2819
"Northglenn,CO",39.9108,-104.9783
"Hurst,TX",32.8353,-97.1808
"Clermont,FL",28.5402,-81.7259
"Eagle Mountain,UT",40.3137,-112.0114
"Oxford,MS",34.3627,-89.5336
"Rosenberg,TX",29.546,-95.822
"Martinez,CA",37.9985,-122.116
"Stanton,CA",33.8002,-117.9935
"Albertville,AL",34.2634,-86.2107
"London,KY",37.1175,-84.0767
"Navarre,FL",30.4174,-86.8907
"Oregon City,OR",45.3415,-122.5927
"Parkland,WA",47.1417,-122.4376
"Pahrump,NV",36.2411,-116.0176
"Greenfield,WI",42.9619,-88.0051
"Braintree,MA",42.2039,-71.0022
"Rock Island,IL",41.4699,-90.5827
"West Fargo,ND",46.8573,-96.9057
"Georgetown,KY",38.2249,-84.5482
"Portage,IN",41.5866,-87.1792
"Owasso,OK",36.2882,-95.8328
"New Albany,IN",38.3089,-85.8234
"Benton,AR",34.5775,-92.5712
"Meridian,MS",32.3846,-88.6896
"Phenix City,AL",32.4588,-85.0251
"Roseville,MN",45.0155,-93.1545
"Richfield,MN",44.8762,-93.2833
"Kearns,UT",40.652,-112.0093
"Peachtree City,GA",33.3943,-84.5712
"Lauderdale Lakes,FL",26.1682,-80.2017
"Gillette,WY",44.2752,-105.4983
"Franklin,WI",42.8854,-88.0104
"El Mirage,AZ",33.5905,-112.3271
"LaGrange,GA",33.0274,-85.0384
"Middletown,DE",39.4453,-75.7166
"Junction City,KS",39.0271,-96.8496
"Monroe,NC",35.0061,-80.5595
"Randallstown,MD",39.3723,-76.8024
"Bell,CA",33.9801,-118.1798
"Sanford,NC",35.4874,-79.1772
"Auburn,CA",38.895,-121.0778
"Oak Harbor,WA",48.2965,-122.6333
"New City,NY",41.1543,-73.9909
"Owings Mills,MD",39.4115,-76.7913
"Englewood,CO",39.6468,-104.9942
"East Point,GA",33.6696,-84.4701
"DeLand,FL",29.0224,-81.2873
"Merrillville,IN",41.4728,-87.3197
"Calhoun,GA",34.4918,-84.9391
"Arcata,CA",40.8615,-124.0757
"Nacogdoches,TX",31.6134,-94.6528
"Vestavia Hills,AL",33.4518,-86.7438
"Montgomery Village,MD",39.1783,-77.1957
"Goshen,IN",41.5743,-85.8308
"Butte,MT",45.902,-112.6571
"Russellville,AR",35.2763,-93.1383
"Grass Valley,CA",39.2237,-121.0521
"University City,MO",38.6657,-90.3315
"Adelanto,CA",34.5815,-117.4397
"Carlsbad,NM",32.4011,-104.2389
"Chester,PA",39.8456,-75.3718
"Douglasville,GA",33.7384,-84.7065
"Salisbury,NC",35.6656,-80.4909
"Laramie,WY",41.3099,-105.6085
"Lake Stevens,WA",48.0028,-122.096
"Fairborn,OH",39.801,-84.0093
"Cottonwood Heights,UT",40.6137,-111.8144
"Midlothian,TX",32.4668,-96.9892
"Alamogordo,NM",32.8837,-105.9624
"Pikesville,MD",39.3893,-76.702
"Bridgeton,NJ",39.4286,-75.2281
"Woodstock,GA",34.1026,-84.509
"Fairmont,WV",39.4768,-80.1491
"Spanaway,WA",47.0979,-122.4233
"Harker Heights,TX",31.0572,-97.6445
"Des Moines,WA",47.3915,-122.3157
"Coos Bay,OR",43.3789,-124.233
"Clearfield,UT",41.103,-112.0237
"Liberty,MO",39.2394,-94.4191
"Westlake,OH",41.4524,-81.9295
"Juneau,AK",58.4546,-134.1739
"Syracuse,UT",41.086,-112.0698
"Parkville,MD",39.3832,-76.5519
"Alliance,OH",40.9107,-81.1189
"Banning,CA",33.946,-116.8992
"Princeton,NJ",40.3563,-74.6693
"Orcutt,CA",34.8668,-120.4269
"Columbus,MS",33.5088,-88.4096
"Fair Oaks,CA",38.6504,-121.2497
"Rexburg,ID",43.8224,-111.792
"Nicholasville,KY",37.8902,-84.5669
"Goleta,CA",34.436,-119.8596
"Opelika,AL",32.6612,-85.3769
"Aiken,SC",33.531,-81.7268
"Lawrenceville,GA",33.9523,-83.9931
"Fountain,CO",38.6886,-104.6829
"Kerrville,TX",30.0398,-99.132
"Barstow,CA",34.8661,-117.0472
"Oceanside,NY",40.6328,-73.6364
"Crown Point,IN",41.4141,-87.3457
"Gurnee,IL",42.3708,-87.9392
"Orangeburg,SC",33.4928,-80.867
"Chamblee,GA",33.8842,-84.3008
"Santa Paula,CA",34.3521,-119.0698
"South Lake Tahoe,CA",38.9393,-119.9828
"Clinton,IA",41.8434,-90.2408
"Atascadero,CA",35.4827,-120.6858
"North Royalton,OH",41.3138,-81.7452
"Stockbridge,GA",33.5253,-84.2294
"Kent,OH",41.149,-81.361
"Greenville,MS",33.385,-91.0514
"Aberdeen,WA",46.9757,-123.8094
"Atwater,CA",37.3543,-120.5981
"Oak Park,MI",42.4649,-83.1824
"Oak Ridge,TN",35.9639,-84.2938
"Casselberry,FL",28.6625,-81.3218
"Wasco,CA",35.5938,-119.3671
"Belle Glade,FL",26.692,-80.6672
"West Springfield,MA",42.1253,-72.6503
"Burlington,IA",40.8072,-91.1247
"New Iberia,LA",30.0049,-91.8202
"Jacksonville,AR",34.8807,-92.1302
"Rockledge,FL",28.3201,-80.732
"Bixby,OK",35.9454,-95.8773
"Tualatin,OR",45.3772,-122.7746
"Fridley,MN",45.0841,-93.2595
"Ashtabula,OH",41.8806,-80.7984
"Statesville,NC",35.7842,-80.8714
"Seneca,SC",34.6815,-82.9609
"Florence,AZ",33.059,-111.4208
"Lansing,IL",41.5648,-87.5462
"Millville,NJ",39.3903,-75.0561
"Horn Lake,MS",34.9512,-90.0501
"Windsor,CA",38.5417,-122.8086
"Reisterstown,MD",39.4552,-76.8144
"Shelby,NC",35.2904,-81.5451
"Maywood,CA",33.9885,-118.1877
"Magna,UT",40.7634,-112.1599
"Kinston,NC",35.2748,-77.5936
"Lemon Grove,CA",32.7331,-117.0344
"West Linn,OR",45.3669,-122.6399
"Lemoore,CA",36.2949,-119.7983
"Alvin,TX",29.3871,-95.2933
"Thomasville,NC",35.8813,-80.0807
"Temple Terrace,FL",28.0437,-82.3774
"Norco,CA",33.9252,-117.5499
"Immokalee,FL",26.4253,-81.4251
"Pearl,MS",32.273,-90.0918
"Sedalia,MO",38.7042,-93.2351
"Chanhassen,MN",44.8544,-93.5621
"Cabot,AR",34.9768,-92.0274
"Neenah,WI",44.167,-88.4764
"Twentynine Palms,CA",34.1478,-116.0659
"East St. Louis,IL",38.6156,-90.1304
"Paris,TX",33.6688,-95.546
"West Odessa,TX",31.8388,-102.4996
"Medina,OH",41.1358,-81.8694
"Barberton,OH",41.0094,-81.6038
"Green,OH",40.9483,-81.4757
"Decatur,GA",33.7711,-84.2968
"Lancaster,SC",34.7247,-80.7801
"Austin,MN",43.6718,-92.9783
"South Salt Lake,UT",40.7056,-111.8986
"Tarpon Springs,FL",28.1493,-82.7623
"Sevierville,TN",35.8873,-83.5677
"Ruskin,FL",27.7065,-82.4209
"El Cerrito,CA",37.9197,-122.3025
"Claremore,OK",36.3143,-95.6099
"Homewood,AL",33.4617,-86.8092
"Bainbridge Island,WA",47.6439,-122.5434
"Middle River,MD",39.3345,-76.4318
"Yucca Valley,CA",34.1234,-116.4216
"Balch Springs,TX",32.7194,-96.6151
"Terrytown,LA",29.9014,-90.0279
"Riverbank,CA",37.7268,-120.9402
"Grandview,MO",38.8802,-94.5227
"South Elgin,IL",41.9906,-88.3134
"Ontario,OR",44.0259,-116.9759
"Ardmore,OK",34.1944,-97.1253
"Herndon,VA",38.9699,-77.3867
"Dinuba,CA",36.5453,-119.3987
"Clinton,MS",32.354,-90.3403
"Ashland,CA",37.6942,-122.1159
"Harvey,IL",41.6076,-87.6521
"Trotwood,OH",39.7927,-84.3165
"West Memphis,AR",35.1531,-90.1995
"Shelbyville,KY",38.2069,-85.2293
"San Fernando,CA",34.2886,-118.4363
"Saginaw,TX",32.8657,-97.3654
"Thomasville,GA",30.8394,-83.9782
"Fort Washington,MD",38.7339,-77.0069
"Lincolnton,NC",35.4747,-81.2385
"Simpsonville,SC",34.7287,-82.2573
"Wadsworth,OH",41.0279,-81.7324
"Fairfax,VA",38.8531,-77.2998
"Edgewater,FL",28.9594,-80.9407
"Fort Dodge,IA",42.5098,-94.1751
"Calabasas,CA",34.1375,-118.6689
"Chalmette,LA",29.9437,-89.9659
"Palatka,FL",29.6493,-81.6705
"Valinda,CA",34.0401,-117.93
"Van Buren,AR",35.448,-94.3528
"Greeneville,TN",36.168,-82.8197
"Half Moon Bay,CA",37.4688,-122.4383
"Belton,MO",38.8193,-94.5334
"Romulus,MI",42.2237,-83.366
"Leland,NC",34.2044,-78.0277
"Zion,IL",42.4598,-87.8509
"Watertown,WI",43.1893,-88.7285
"Plainview,TX",34.1911,-101.7234
"Auburn,ME",44.085,-70.2492
"Lisle,IL",41.7918,-88.0888
"Greenbelt,MD",38.9953,-76.8885
"Dickinson,ND",46.8917,-102.7924
"Hastings,MN",44.7318,-92.8538
"Willoughby,OH",41.646,-81.4084
"Mustang,OK",35.3917,-97.7246
"Gallup,NM",35.5183,-108.7423
"Crystal,MN",45.0377,-93.3599
"Marshall,TX",32.537,-94.3515
"Webster Groves,MO",38.5866,-90.3544
"Acworth,GA",34.0566,-84.6715
"Griffin,GA",33.2418,-84.2747
"Marina,CA",36.6812,-121.7895
"Mandan,ND",46.829,-100.887
"Fairhope,AL",30.5217,-87.8815
"Waynesboro,VA",38.0674,-78.9014
"Landover,MD",38.9241,-76.8875
"Hopewell,VA",37.2915,-77.2985
"Fort Walton Beach,FL",30.4249,-86.6194
"Clinton,UT",41.1395,-112.0656
"Union City,GA",33.5941,-84.5629
"Dolton,IL",41.6284,-87.5979
"Kuna,ID",43.4869,-116.3986
"Hudson,OH",41.2399,-81.4408
"Taylors,SC",34.9157,-82.3124
"Lexington,SC",33.989,-81.2202
"Milford,DE",38.9091,-75.4224
"Shelbyville,TN",35.4987,-86.4516
"Naples,FL",26.1504,-81.7936
"Lealman,FL",27.8197,-82.6847
"Chester,VA",37.3531,-77.4342
"Gardner,KS",38.8158,-94.93
"Secaucus,NJ",40.781,-74.0659
"Shafter,CA",35.4794,-119.2013
"Katy,TX",29.7904,-95.8353
"Del City,OK",35.4483,-97.4408
"Lewistown,PA",40.5964,-77.573
"New Castle,IN",39.919,-85.3697
"Villa Park,IL",41.8864,-87.9779
"Elkridge,MD",39.1941,-76.7427
"Prichard,AL",30.7735,-88.1301
"Hays,KS",38.8815,-99.3218
"King of Prussia,PA",40.0963,-75.382
"Eustis,FL",28.856,-81.6781
"Sapulpa,OK",36.0089,-96.1006
"Duarte,CA",34.161,-117.9504
"Oxford,AL",33.5967,-85.8687
"Evans,CO",40.366,-104.7389
"Alexandria,MN",45.8777,-95.3766
"Bardstown,KY",37.8174,-85.4548
"East Ridge,TN",34.9973,-85.2284
"Elko,NV",40.8387,-115.7674
"Harvey,LA",29.8876,-90.0666
"Shelbyville,IN",39.535,-85.7792
"Milwaukie,OR",45.4447,-122.6221
"Bryant,AR",34.6152,-92.4914
"New Hope,MN",45.0374,-93.3869
"Dyersburg,TN",36.0465,-89.3777
"Holiday,FL",28.1864,-82.7429
"Golden,CO",39.7406,-105.2118
"South El Monte,CA",34.0493,-118.0484
"Culpeper,VA",38.4705,-78.0001
"Ozark,MO",37.0361,-93.2155
"Columbia Heights,MN",45.0484,-93.2472
"Newton,KS",38.0368,-97.3451
"Poplar Bluff,MO",36.7632,-90.4136
"Tukwila,WA",47.4749,-122.2727
"Shelton,WA",47.2186,-123.112
"Henderson,NC",36.3259,-78.4155
"Linda,CA",39.1241,-121.5421
"Affton,MO",38.5499,-90.3264
"Merrick,NY",40.6515,-73.5535
"Snellville,GA",33.8563,-84.0038
"West Chester,PA",39.9601,-75.6058
"Forest Park,GA",33.6209,-84.359
"Sand Springs,OK",36.1342,-96.1284
"Sherwood,OR",45.3593,-122.8433
"Rosedale,MD",39.3266,-76.5084
"Selma,AL",32.4166,-87.0336
"Tahlequah,OK",35.9116,-94.9773
"Stillwater,MN",45.0573,-92.8313
"Tullahoma,TN",35.3721,-86.2173
"Vincennes,IN",38.676,-87.5102
"Castaic,CA",34.4818,-118.6317
"Altoona,IA",41.6481,-93.4784
"Bethany,OK",35.5072,-97.6417
"Tiffin,OH",41.1165,-83.1805
"Red Bluff,CA",40.1735,-122.2413
"Fox Crossing,WI",44.2229,-88.4763
"Lexington,NC",35.8017,-80.2682
"Whitehall,OH",39.9682,-82.8833
"McAlester,OK",34.9262,-95.7698
"Twinsburg,OH",41.322,-81.4451
"Avon,IN",39.7603,-86.3917
"Ansonia,CT",41.3443,-73.0689
"Deerfield,IL",42.1654,-87.8516
"Westminster,MD",39.5796,-77.0066
"Cocoa,FL",28.382,-80.7674
"Moultrie,GA",31.1591,-83.7708
"Rancho Mirage,CA",33.7634,-116.4271
"Gautier,MS",30.4106,-88.6568
"Breaux Bridge,LA",30.2829,-91.9043
"Defiance,OH",41.281,-84.3661
"Berea,KY",37.5904,-84.2898
"Chowchilla,CA",37.1095,-120.2349
"Palestine,TX",31.7544,-95.6471
"Crawfordsville,IN",40.0428,-86.8975
"Boerne,TX",29.7844,-98.7289
"Hyattsville,MD",38.9612,-76.9548
"Niles,OH",41.1878,-80.753
"Trenton,MI",42.1394,-83.1929
"Rutland,VT",43.6091,-72.9782
"Round Lake,IL",42.3435,-88.1058
"Oxon Hill,MD",38.7887,-76.9733
"Beaver Dam,WI",43.469,-88.8308
"San Carlos Park,FL",26.4765,-81.8193
"Kingsland,GA",30.8194,-81.7217
"Huntington,IN",40.8815,-85.5053
"Lenoir,NC",35.9096,-81.5247
"Menasha,WI",44.2124,-88.4272
"Ada,OK",34.7683,-96.6689
"Midway,FL",28.7924,-81.2314
"Steubenville,OH",40.3653,-80.652
"Wailuku,HI",20.8834,-156.5059
"Albert Lea,MN",43.6547,-93.3642
"Gretna,LA",29.9101,-90.0515
"Centerville,UT",40.9284,-111.8849
"Marion,IL",37.7173,-88.9279
"Vero Beach,FL",27.6463,-80.393
"Lake Mary,FL",28.7592,-81.3359
"Colonial Heights,VA",37.265,-77.3969
"La Marque,TX",29.369,-94.9957
"South Ogden,UT",41.1722,-111.9577
"Coalinga,CA",36.143,-120.3262
"Ashwaubenon,WI",44.4796,-88.0889
"Dickson,TN",36.064,-87.3668
"Sylacauga,AL",33.1778,-86.2606
"East Cleveland,OH",41.5318,-81.5795
"Mountain Home,ID",43.1324,-115.6972
"Republic,MO",37.1452,-93.4446
"Seagoville,TX",32.653,-96.5455
"Bemidji,MN",47.4828,-94.8796
"Bristol,VA",36.618,-82.1606
"Lake Wales,FL",27.9195,-81.5961
"Auburndale,FL",28.0962,-81.8011
"Morganton,NC",35.7408,-81.7003
"Solvang,CA",34.5936,-120.1401
"Douglas,AZ",31.3602,-109.5394
"Cinco Ranch,TX",29.7395,-95.7607
"Chickasha,OK",35.041,-97.9472
"Ripon,CA",37.7417,-121.131
"Monroe,GA",33.799,-83.716
"Port Jervis,NY",41.3783,-74.6909
"Kaukauna,WI",44.2776,-88.2645
"Addison,TX",32.959,-96.8355
"Mount Holly,NC",35.3136,-81.0072
"Conyers,GA",33.6645,-83.9966
"Bridgeview,IL",41.7403,-87.8067
"Lady Lake,FL",28.9241,-81.9299
"Washington,NC",35.5587,-77.0545
"Dyer,IN",41.4976,-87.509
"Niceville,FL",30.5291,-86.4754
"Spanish Springs,NV",39.6567,-119.6695
"Millbrook,AL",32.5028,-86.3737
"Carthage,MO",37.1503,-94.3225
"Humble,TX",29.9921,-95.2655
"Circleville,OH",39.6063,-82.9334
"Powder Springs,GA",33.8659,-84.6838
"Blytheville,AR",35.9321,-89.9051
"Mitchell,SD",43.7296,-98.0337
"Graham,NC",36.0596,-79.3892
"Elkton,MD",39.6067,-75.8208
"Riverdale,GA",33.564,-84.4103
"Miami,OK",36.8877,-94.8718
"McMinnville,TN",35.6863,-85.7812
"Blackfoot,ID",43.194,-112.3455
"Buford,GA",34.1185,-83.9916
"Talladega,AL",33.4329,-86.0976
"Asbury Park,NJ",40.2226,-74.0119
"Pulaski,VA",37.0528,-80.7624
"Wilkinsburg,PA",40.4442,-79.8733
"Elk Plain,WA",47.0448,-122.3671
"Weston,WI",44.8905,-89.5487
"Hereford,TX",34.8232,-102.4001
"Englewood,FL",26.9603,-82.3535
"Washington Court House,OH",39.5383,-83.4279
"Vandalia,OH",39.879,-84.193
"Tehachapi,CA",35.1274,-118.4749
"Clarksdale,MS",34.1971,-90.5729
"Alpine,CA",32.8439,-116.7585
"Jackson,MO",37.3792,-89.6521
"Lamont,CA",35.2651,-118.9159
"Lebanon,MO",37.6717,-92.6603
"Hartsville,SC",34.3676,-80.0833
"Saraland,AL",30.8478,-88.1004
"Falls Church,VA",38.8847,-77.1751
"Muscle Shoals,AL",34.7436,-87.6344
"Jennings,MO",38.723,-90.2644
"Thonotosassa,FL",28.0465,-82.291
"Toppenish,WA",46.3806,-120.3123
"Ozark,AL",31.4508,-85.6473
"Douglas,GA",31.5065,-82.8543
"East Wenatchee,WA",47.4174,-120.2822
"Covington,GA",33.6049,-83.8465
"Taos,NM",36.3871,-105.5804
"Antioch,IL",42.4742,-88.0721
"Hawaiian Gardens,CA",33.8303,-118.0728
"Hendersonville,NC",35.3242,-82.4576
"Crowley,LA",30.2175,-92.3752
"Lockhart,TX",29.8785,-97.6831
"Pineville,LA",31.3414,-92.4096
"Greensburg,PA",40.3113,-79.5444
"Middleburg,FL",30.0502,-81.9011
"Pell City,AL",33.5609,-86.2669
"Havre de Grace,MD",39.5481,-76.1145
"Cayce,SC",33.9458,-81.0433
"Hutchinson,MN",44.8856,-94.3768
"Beacon,NY",41.5036,-73.9655
"Dumas,TX",35.8613,-101.9642
"Artesia,NM",32.8492,-104.4274
"Deming,NM",32.2631,-107.7525
"Fulshear,TX",29.693,-95.8792
"Oak Park,CA",34.1849,-118.7669
"Forrest City,AR",35.0135,-90.7931
"Levelland,TX",33.5806,-102.3636
"Palmetto,FL",27.5251,-82.575
"Forest Park,IL",41.8683,-87.8157
"Lawrenceburg,KY",38.0332,-84.9032
"Brevard,NC",35.2439,-82.7264
"Soddy-Daisy,TN",35.2571,-85.1739
"Vadnais Heights,MN",45.057,-93.0748
"Rantoul,IL",40.3031,-88.1549
"Elizabethton,TN",36.3367,-82.2369
"Avenal,CA",36.0311,-120.1162
"Olivehurst,CA",39.0817,-121.5549
"Grover Beach,CA",35.1204,-120.6199
"Englewood,OH",39.8644,-84.3071
"Washington,PA",40.174,-80.2466
"Okmulgee,OK",35.6136,-96.0069
"Azle,TX",32.8955,-97.5379
"Moss Point,MS",30.424,-88.5289
"Fort Morgan,CO",40.2538,-103.7909
"Globe,AZ",33.3869,-110.7515
"Sandpoint,ID",48.2822,-116.5613
"Lone Tree,CO",39.5309,-104.871
"McPherson,KS",38.3714,-97.6605
"Sharon,PA",41.234,-80.4997
"Claremont,NH",43.379,-72.3368
"Cedartown,GA",34.0223,-85.2479
"South Sioux City,NE",42.4627,-96.4126
"Franklin,LA",29.7851,-91.5098
"Yulee,FL",30.635,-81.5678
"Tarboro,NC",35.9046,-77.5563
"Lakeland,TN",35.2585,-89.7308
"Fulton,MO",38.8551,-91.9511
"Grand Terrace,CA",34.0312,-117.3132
"Panama City Beach,FL",30.2369,-85.8775
"Lantana,FL",26.5834,-80.0564
"Muscoy,CA",34.155,-117.3477
"Cheney,WA",47.4901,-117.579
"Boone,IA",42.053,-93.877
"Paris,KY",38.2016,-84.2719
"Irmo,SC",34.1018,-81.1957
"Riverton,WY",43.0421,-108.414
"Kelso,WA",46.1236,-122.891
"Elkhorn,WI",42.6711,-88.5377
"Virginia,MN",47.5169,-92.5128
"Lewisburg,TN",35.4494,-86.7897
"Orange City,FL",28.9347,-81.2881
"Bastrop,LA",32.7749,-91.9058
"Markham,IL",41.6,-87.6905
"Marion,AR",35.2041,-90.2061
"Delhi,CA",37.4306,-120.7759
"Winchester,TN",35.1898,-86.1074
"New Kensington,PA",40.5711,-79.7521
"Cottonwood,AZ",34.7192,-112.0014
"West Monroe,LA",32.512,-92.1513
"Grenada,MS",33.7816,-89.813
"Jesup,GA",31.5992,-81.8895
"Overlea,MD",39.3642,-76.5176
"Neosho,MO",36.8441,-94.3756
"Freeport,TX",28.9454,-95.3601
"Lovington,NM",32.9125,-103.3277
"Emeryville,CA",37.8382,-122.2932
"Bainbridge,GA",30.9046,-84.5727
"Leeds,AL",33.5429,-86.5636
"Spring Lake,NC",35.1842,-78.9959
"Moncks Corner,SC",33.1631,-80.0135
"Garden City,ID",43.6526,-116.2743
"Glenwood Springs,CO",39.5455,-107.3346
"Brookhaven,MS",31.5803,-90.4432
"Cottage Grove,OR",43.7961,-123.0573
"Smyrna,DE",39.2936,-75.6083
"Newman,CA",37.3157,-121.0211
"Tomball,TX",30.0951,-95.6194
"Florida City,FL",25.4418,-80.4685
"Arlington,TN",35.2594,-89.668
"Somerset,PA",40.005,-79.0778
"Eufaula,AL",31.9102,-85.1505
"Cocoa Beach,FL",28.3326,-80.6274
"Clute,TX",29.0256,-95.3975
"Guthrie,OK",35.8428,-97.4357
"Archdale,NC",35.9033,-79.9592
"Newport,TN",35.9617,-83.1977
"Magnolia,AR",33.2774,-93.2261
"Nanakuli,HI",21.3892,-158.1445
"Webster,TX",29.5317,-95.1188
"Show Low,AZ",34.2671,-110.0384
"Gardnerville Ranchos,NV",38.8872,-119.7426
"Snyder,TX",32.7133,-100.9113
"Celina,OH",40.5551,-84.5629
"Poulsbo,WA",47.7417,-122.6407
"Rifle,CO",39.5362,-107.7729
"Lexington Park,MD",38.2543,-76.4415
"Lower Burrell,PA",40.5818,-79.7141
"Silverton,OR",45.0031,-122.7809
"Two Rivers,WI",44.1564,-87.5824
"Lawrenceburg,TN",35.2497,-87.3325
"Florence,OR",43.9914,-124.1062
"Kings Mountain,NC",35.2348,-81.3501
"Elkins,WV",38.9237,-79.854
"Fort Meade,MD",39.1058,-76.7438
"Bacliff,TX",29.5077,-94.988
"Wasilla,AK",61.577,-149.466
"River Forest,IL",41.895,-87.8194
"North Branch,MN",45.5137,-92.9601
"Fruitland Park,FL",28.86,-81.919
"Raceland,LA",29.7282,-90.6362
"Van Wert,OH",40.865,-84.5879
"Alamosa,CO",37.4751,-105.8769
"Brooklyn,OH",41.4349,-81.7498
"Petal,MS",31.3477,-89.2359
"Anderson,CA",40.4497,-122.295
"Monroe,WI",42.603,-89.6382
"Covington,LA",30.4808,-90.1122
"Milton,FL",30.6286,-87.0522
"Gifford,FL",27.6747,-80.4102
"Bernalillo,NM",35.3127,-106.5537
"Cape Canaveral,FL",28.3933,-80.605
"Sweetwater,TX",32.4693,-100.4092
"Linthicum,MD",39.2088,-76.6625
"Fountain Inn,SC",34.6994,-82.1999
"Lyons,IL",41.8121,-87.8192
"Richmond Heights,OH",41.5589,-81.5029
"Sedona,AZ",34.8574,-111.7951
"Fort Madison,IA",40.6207,-91.3509
"Fredonia,NY",42.4407,-79.3319
"Helena-West Helena,AR",34.5314,-90.6201
"Sparta,WI",43.9378,-90.8131
"Box Elder,SD",44.1121,-103.0827
"Fort Lupton,CO",40.0831,-104.8024
"Fife,WA",47.2328,-122.3518
"Snohomish,WA",47.9276,-122.0968
"Bel Air,MD",39.5348,-76.346
"Struthers,OH",41.051,-80.592
"Clinton,TN",36.0981,-84.1283
"Fairmont,MN",43.6441,-94.4621
"Clay,AL",33.6976,-86.607
"Clarksville,AR",35.457,-93.4803
"Denham Springs,LA",30.4743,-90.9594
"Fort Valley,GA",32.552,-83.8819
"Picture Rocks,AZ",32.3274,-111.2557
"Port Wentworth,GA",32.1942,-81.1984
"Aiea,HI",21.3865,-157.9232
"Hermantown,MN",46.8058,-92.2407
"La Plata,MD",38.5352,-76.9701
"Wilmore,KY",37.8786,-84.6545
"Rainbow City,AL",33.9337,-86.0922
"Alderwood Manor,WA",47.8147,-122.2672
"Walterboro,SC",32.901,-80.676
"Lowell,AR",36.2561,-94.1532
"Silsbee,TX",30.3456,-94.1764
"Boiling Springs,SC",35.045,-81.9779
"Fort Stockton,TX",30.8926,-102.8844
"Lantana,TX",33.092,-97.1216
"Winslow,AZ",35.0253,-110.7098
"Ruidoso,NM",33.3647,-105.6432
"Manistee,MI",44.244,-86.3242
"Beverly Hills,FL",28.9175,-82.4541
"Bay Minette,AL",30.893,-87.7912
"Clinton,NC",35.0005,-78.3311
